Domain Name,Domain Type,Agency,City,State,Is Live,SPF,DMARC
OMB.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,TRUE
ONDCP.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
OSTP.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
PAYMENTACCURACY.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
PCI.GOV,Federal Agency,Executive Office of the President,Washington,DC,FALSE,FALSE,FALSE
PITC.GOV,Federal Agency,Executive Office of the President,Washington,DC,FALSE,FALSE,FALSE
PRESIDIO.GOV,Federal Agency,Executive Office of the President,San Francisco,CA,TRUE,TRUE,TRUE
PRESIDIOTRUST.GOV,Federal Agency,Executive Office of the President,San Francisco,CA,FALSE,TRUE,TRUE
USDIGITALSERVICE.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
USDS.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
USTR.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
WH.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
WHITEHOUSE.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
WHITEHOUSEDRUGPOLICY.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
EXIM.GOV,Federal Agency,Export/Import Bank of the U.S.,Washington,DC,TRUE,TRUE,TRUE
FCA.GOV,Federal Agency,Farm Credit Administration,McLean,VA,TRUE,TRUE,FALSE
FCSIC.GOV,Federal Agency,Farm Credit Administration,McLean,VA,TRUE,TRUE,FALSE
BROADBAND.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
BROADBANDMAP.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
DTV.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
FCC.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
FCCUNIVERSITY.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
LIFELINE.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
NBM.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
OPENINTERNET.GOV,Federal Agency,Federal Communications Commission,Washington,DC,TRUE,TRUE,TRUE
ECONOMICINCLUSION.GOV,Federal Agency,Federal Deposit Insurance Corporation,Arlington,VA,TRUE,TRUE,TRUE
FDIC.GOV,Federal Agency,Federal Deposit Insurance Corporation,Arlington,VA,FALSE,TRUE,TRUE
FDICCONNECT.GOV,Federal Agency,Federal Deposit Insurance Corporation,Arlington,VA,FALSE,TRUE,TRUE
FDICIG.GOV,Federal Agency,Federal Deposit Insurance Corporation,Arlington,VA,TRUE,FALSE,FALSE
FDICOIG.GOV,Federal Agency,Federal Deposit Insurance Corporation,Washington,DC,TRUE,FALSE,FALSE
FDICSEGURO.GOV,Federal Agency,Federal Deposit Insurance Corporation,Arlington,VA,FALSE,TRUE,TRUE
MYFDIC.GOV,Federal Agency,Federal Deposit Insurance Corporation,Arlington,VA,FALSE,TRUE,TRUE
FEC.GOV,Federal Agency,Federal Elections Commission,Washington,DC,TRUE,TRUE,TRUE
FERC.GOV,Federal Agency,Federal Energy Regulatory Commission,Washington,DC,TRUE,TRUE,FALSE
FERCALT.GOV,Federal Agency,Federal Energy Regulatory Commission,Washington,DC,TRUE,FALSE,FALSE
FHFA.GOV,Federal Agency,Federal Housing Finance Agency,Washington,DC,FALSE,TRUE,TRUE
FHFB.GOV,Federal Agency,Federal Housing Finance Agency,Washington,DC,FALSE,FALSE,FALSE
HARP.GOV,Federal Agency,Federal Housing Finance Agency,Washington,DC,TRUE,TRUE,TRUE
OFHEO.GOV,Federal Agency,Federal Housing Finance Agency,Washington,DC,FALSE,FALSE,FALSE
FHFAOIG.GOV,Federal Agency,Federal Housing Finance Agency Office of Inspector General,Washington,DC,FALSE,TRUE,TRUE
FLRA.GOV,Federal Agency,Federal Labor Relations Authority,Washington,DC,TRUE,TRUE,TRUE
FMC.GOV,Federal Agency,Federal Maritime Commission,Washington,DC,TRUE,TRUE,FALSE
FMCS.GOV,Federal Agency,Federal Mediation and Conciliation Service,Washington,DC,TRUE,TRUE,FALSE
FMSHRC.GOV,Federal Agency,Federal Mine Safety and Health Review Company,Washington,DC,TRUE,FALSE,FALSE
FBIIC.GOV,Federal Agency,Federal Reserve System,Washington,DC,FALSE,TRUE,TRUE
FEDERALRESERVE.GOV,Federal Agency,Federal Reserve System,Washington,DC,TRUE,TRUE,TRUE
FEDERALRESERVE100.GOV,Federal Agency,Federal Reserve System,Washington ,DC,FALSE,TRUE,TRUE
FEDERALRESERVE2013.GOV,Federal Agency,Federal Reserve System,Washington,DC,FALSE,TRUE,TRUE
FEDERALRESERVECONSUMERHELP.GOV,Federal Agency,Federal Reserve System,Washington,DC,TRUE,TRUE,FALSE
FEDPARTNERSHIP.GOV,Federal Agency,Federal Reserve System,Washington,DC,TRUE,TRUE,FALSE
FFIEC.GOV,Federal Agency,Federal Reserve System,Washington,DC,TRUE,TRUE,TRUE
FRB.FED.US,Federal Agency,Federal Reserve System,Washington,DC,FALSE,FALSE,TRUE
FRB.GOV,Federal Agency,Federal Reserve System,Washington,DC,FALSE,TRUE,TRUE
FRS.GOV,Federal Agency,Federal Reserve System,Washington,DC,FALSE,FALSE,FALSE
NEWMONEY.GOV,Federal Agency,Federal Reserve System,Washington,DC,FALSE,TRUE,TRUE
USCURRENCY.GOV,Federal Agency,Federal Reserve System,Washington,DC,TRUE,TRUE,TRUE
EXPLORETSP.GOV,Federal Agency,Federal Retirement Thrift Investment Board,Washington,DC,TRUE,TRUE,TRUE
FRTIB.GOV,Federal Agency,Federal Retirement Thrift Investment Board,Washington,DC,TRUE,TRUE,TRUE
FRTIBTEST.GOV,Federal Agency,Federal Retirement Thrift Investment Board,Washigton,DC,FALSE,TRUE,TRUE
TSP.GOV,Federal Agency,Federal Retirement Thrift Investment Board,Washington,DC,TRUE,TRUE,TRUE
TSPTEST.GOV,Federal Agency,Federal Retirement Thrift Investment Board,Washington,DC,FALSE,TRUE,TRUE
ADMONGO.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
ALERTAENLINEA.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
ANNUALCREDITREPORT.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
CONSUMER.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
CONSUMERSENTINEL.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
CONSUMERSENTINELNETWORK.GOV,Federal Agency,Federal Trade Commission,Washington,DC,FALSE,TRUE,TRUE
CONSUMIDOR.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
DONOTCALL.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
DONTSERVETEENS.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
ECONSUMER.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
FTC.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
FTCCOMPLAINTASSISTANT.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
FTCEFILE.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
HSR.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
IDENTITYTHEFT.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
IDTHEFT.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
MILITARYCONSUMER.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
NCPW.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
ONGUARDONLINE.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
PROTECCIONDELCONSUMIDOR.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
ROBODEIDENTIDAD.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
SENTINEL.GOV,Federal Agency,Federal Trade Commission,Washington,DC,TRUE,TRUE,TRUE
UCE.GOV,Federal Agency,Federal Trade Commission,Washington,DC,FALSE,TRUE,TRUE
18F.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
ACQUISITION.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,TRUE
AFADVANTAGE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
APP.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
APPS.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
BIDENTRANSITION.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
BUSINESSUSA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,TRUE
BUYACCESSIBLE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
CAO.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
CBCA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
CFDA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
CFO.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
CFOC.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
CHALLENGE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
CHALLENGES.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
CIO.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
CITIZENSCIENCE.GOV,Federal Agency,General Services Administration,NW,DC,TRUE,TRUE,TRUE
CLOUD.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
COMPUTERSFORLEARNING.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,TRUE
CONNECT.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
CONSUMERACTION.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
CONTRACTDIRECTORY.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,TRUE
CPARS.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,FALSE,FALSE
DATA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
DIGITAL.GOV,Federal Agency,General Services Administration,Washington D.C.,DC,TRUE,FALSE,FALSE
DIGITALDASHBOARD.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
DIGITALGOV.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
DOTGOV.GOV,Federal Agency,General Services Administration,Fairfax,VA,TRUE,TRUE,FALSE
EAC.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
ECPIC.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
EISENHOWERMEMORIAL.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
ESRS.GOV,Federal Agency,General Services Administration,arlington,VA,TRUE,FALSE,FALSE
EVERYKIDINAPARK.GOV,Federal Agency,General Services Administration,Washington DC,DC,TRUE,TRUE,TRUE
FACA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FACADATABASE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FAI.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FAPIIS.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
FAQ.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FBO.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,FALSE
FED.US,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,FALSE
FEDBIZOPPS.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,FALSE,FALSE
FEDIDCARD.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,TRUE
FEDINFO.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,FALSE,TRUE
FEDRAMP.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FEDROOMS.GOV,Federal Agency,General Services Administration,Arlington,VA,FALSE,TRUE,TRUE
FIRSTGOV.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FMI.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FORMS.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FPC.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FPDS.GOV,Federal Agency,General Services Administration,Arlington,VA,FALSE,TRUE,TRUE
FPISC.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
FPKI-LAB.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
FPKI.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
FRPG.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
FRPP-PA.GOV,Federal Agency,General Services Administration,WASHINGTON,DC,FALSE,TRUE,TRUE
FSD.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,TRUE
FSRS.GOV,Federal Agency,General Services Administration,Crystal City,VA,TRUE,TRUE,FALSE
GOBIERNO.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
GOBIERNOUSA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
GOVSALES.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,TRUE
GSA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
GSAADVANTAGE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
GSAAUCTIONS.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
GSAIG.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
GSATEST1.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
GSATEST2.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
GSATEST3.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
GSATEST4.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
GSATEST5.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
GSATESTNSN.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,FALSE,FALSE
GSAXCESS.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,TRUE
HOWTO.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
IDENTITYSANDBOX.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
IDMANAGEMENT.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
INFO.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
INNOVATION.GOV,Federal Agency,General Services Administration,NW,DC,TRUE,FALSE,FALSE
KIDS.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
LOGIN.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
NBRC.GOV,Federal Agency,General Services Administration,Concord,NH,TRUE,TRUE,TRUE
NETWORX.GOV,Federal Agency,General Services Administration,Fairfax,VA,FALSE,TRUE,TRUE
NIC.GOV,Federal Agency,General Services Administration,Fairfax,VA,TRUE,TRUE,FALSE
OBPR.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
OVERSIGHTBOARDPR.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
PCLOB.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
PERFORMANCE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
PIC.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
PIF.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
PPIRS.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,FALSE,FALSE
PRESIDENTIALINNOVATIONFELLOWS.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
PRIVACY.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
PROMESA.GOV,Federal Agency,General Services Administration,WASHINGTON,DC,FALSE,TRUE,TRUE
PTT.GOV,Federal Agency,General Services Administration,Washington D.C.,DC,FALSE,TRUE,TRUE
REALESTATESALES.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
REALPROPERTYPROFILE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
REGINFO.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
REPORTING.GOV,Federal Agency,General Services Administration,Washington,DC,FALSE,TRUE,TRUE
ROCIS.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
SAM.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,FALSE,TRUE
SANDBOX.GOV,Federal Agency,General Services Administration,Washinton,DC,FALSE,TRUE,TRUE
SBST.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
SEARCH.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
SECTION508.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
SFTOOL.GOV,Federal Agency,General Services Administration,Chicago,IL,TRUE,TRUE,TRUE
STRATEGICSOURCING.GOV,Federal Agency,General Services Administration,Arlington,VA,FALSE,TRUE,TRUE
UNITEDSTATES.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
US.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
USA.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
USAGOV.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
USCIRF.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
USGOVERNMENT.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
USIP.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,FALSE
USSM.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,TRUE,TRUE
VEF.GOV,Federal Agency,General Services Administration,Arlington,VA,TRUE,TRUE,TRUE
VOTE.GOV,Federal Agency,General Services Administration,Washington,DC,TRUE,FALSE,FALSE
VOTEBYMAIL.GOV,Federal Agency,General Services Administration,SILVER SPRING,MD,TRUE,TRUE,TRUE
CONGRESSIONALDIRECTORY.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
CONGRESSIONALRECORD.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
ECFR.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
FDLP.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
FDSYS.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
FEDERALREGISTER.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,TRUE,FALSE
FEDREG.GOV,Federal Agency,Government Publishing Office,Washington,DC,FALSE,FALSE,FALSE
GOVINFO.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
GPO.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,TRUE,FALSE
HOUSECALENDAR.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
OFR.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
OPENWORLD.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
PRESIDENTIALDOCUMENTS.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
SENATECALENDAR.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
USCC.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,TRUE,FALSE
USCODE.GOV,Federal Agency,Government Publishing Office,Washington,DC,TRUE,FALSE,FALSE
USGOVERNMENTMANUAL.GOV,Federal Agency,Government Publishing Office,College Park,MD,TRUE,FALSE,FALSE
WELCOMETOUSA.GOV,Federal Agency,Government Publishing Office,Washington,DC,FALSE,FALSE,FALSE
RESTORETHEGULF.GOV,Federal Agency,Gulf Coast Ecosystem Restoration Council (GCERC),Silver Spring,MD,TRUE,FALSE,FALSE
TRUMAN.GOV,Federal Agency,Harry S. Truman Scholarship Foundation,Washington,DC,TRUE,TRUE,FALSE
IMLS.GOV,Federal Agency,Institute of Museum and Library Services,Washington,DC,TRUE,TRUE,FALSE
IAF.GOV,Federal Agency,Inter-American Foundation,Washington,DC,TRUE,TRUE,FALSE
BBG.GOV,Federal Agency,International Broadcasting Bureau,Washington,DC,TRUE,TRUE,FALSE
IBB.GOV,Federal Agency,International Broadcasting Bureau,Washington,DC,TRUE,TRUE,FALSE
VOA.GOV,Federal Agency,International Broadcasting Bureau,Washington,DC,TRUE,TRUE,FALSE
JAMESMADISON.GOV,Federal Agency,James Madison Memorial Fellowship Foundation,Alexandria,VA,TRUE,TRUE,FALSE
JUSFC.GOV,Federal Agency,Japan-US Friendship Commision,Washington,DC,TRUE,TRUE,FALSE
KENNEDY-CENTER.GOV,Federal Agency,John F. Kennedy Center for Performing Arts,Washington,DC,FALSE,TRUE,FALSE
LSC.GOV,Federal Agency,Legal Services Corporation,Washington,DC,TRUE,TRUE,FALSE
AFRICANAMERICANHISTORYMONTH.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
AMERICANMEMORY.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
AMERICASLIBRARY.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
AMERICASSTORY.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
ASIANPACIFICHERITAGE.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
CONGRESS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,TRUE,FALSE
COPYRIGHT.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
CRB.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
CRS.GOV,Federal Agency,Library of Congress,Washington,DC,FALSE,FALSE,FALSE
DIGITALPRESERVATION.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
DIGITIZATIONGUIDELINES.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
HISPANICHERITAGEMONTH.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
JEWISHHERITAGE.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
JEWISHHERITAGEMONTH.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
LAW.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
LCTL.GOV,Federal Agency,Library of Congress,Washington,DC,FALSE,FALSE,FALSE
LIBRARYOFCONGRESS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
LIS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
LITERACY.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
LOC.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,TRUE,FALSE
LOCTPS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
NATIVEAMERICANHERITAGEMONTH.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
READ.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
SECTION108.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
TEACHINGPRIMARYSOURCES.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
TEACHINGWITHPRIMARYSOURCES.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
THOMAS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
TPS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
UNITEDSTATESCONGRESS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
USCONGRESS.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
WDL.GOV,Federal Agency,Library of Congress,Washington,DC,FALSE,FALSE,FALSE
WOMENSHISTORYMONTH.GOV,Federal Agency,Library of Congress,Washington,DC,TRUE,FALSE,FALSE
MMC.GOV,Federal Agency,Marine Mammal Commission,Bethesda,MD,TRUE,TRUE,FALSE
MACPAC.GOV,Federal Agency,Medicaid and CHIP Payment and Access Commission,Washington,DC,TRUE,TRUE,FALSE
MEDPAC.GOV,Federal Agency,Medical Payment Advisory Commission,Washington,DC,TRUE,FALSE,FALSE
MSPB.GOV,Federal Agency,Merit Systems Protection Board,Washington,DC,TRUE,TRUE,FALSE
MCC.GOV,Federal Agency,Millennium Challenge Corporation,Washington,DC,TRUE,TRUE,TRUE
MCCTEST.GOV,Federal Agency,Millennium Challenge Corporation,Washington,DC,FALSE,TRUE,TRUE
ECR.GOV,Federal Agency,Morris K. Udall Foundation,Tucson,AZ,TRUE,TRUE,FALSE
UDALL.GOV,Federal Agency,Morris K. Udall Foundation,Tucson,AZ,TRUE,TRUE,FALSE
GLOBE.GOV,Federal Agency,National Aeronautics and Space Administration,Greenbelt,MD,TRUE,TRUE,TRUE
NASA.GOV,Federal Agency,National Aeronautics and Space Administration,MSFC,AL,TRUE,TRUE,TRUE
SCIJINKS.GOV,Federal Agency,National Aeronautics and Space Administration,MSFC,AL,TRUE,TRUE,TRUE
USGEO.GOV,Federal Agency,National Aeronautics and Space Administration,MSFC,AL,FALSE,TRUE,TRUE
9-11COMMISSION.GOV,Federal Agency,National Archives and Records Administration,College Park,MD,TRUE,TRUE,TRUE
911COMMISSION.GOV,Federal Agency,National Archives and Records Administration,College Park,MD,TRUE,TRUE,TRUE
ARCHIVES.GOV,Federal Agency,National Archives and Records Administration,College Park,MD,TRUE,TRUE,TRUE
CLINTONLIBRARY.GOV,Federal Agency,National Archives and Records Administration,Little Rock,AR,TRUE,TRUE,TRUE
EMERGENCY-FEDERAL-REGISTER.GOV,Federal Agency,National Archives and Records Administration,College Park,MD,FALSE,FALSE,FALSE
FCIC.GOV,Federal Agency,National Archives and Records Administration,College Park,MD,TRUE,TRUE,TRUE
